emp_no,birth_date,first_name,last_name,to_date,title
13738,1953-02-05,Bangqing,Mitchem,9999-01-01,Engineer
13766,1952-05-03,Tremaine,Heemskerk,9999-01-01,Senior Staff
13769,1955-10-07,Yakichi,Trogemann,9999-01-01,Senior Staff
13775,1955-06-30,Arve,Maierhofer,9999-01-01,Senior Staff
13786,1952-02-27,Takushi,Berendt,9999-01-01,Senior Staff
13787,1952-08-10,Xiaobin,Sinicrope,9999-01-01,Senior Engineer
13792,1953-05-06,Valery,Sury,9999-01-01,Senior Staff
13796,1953-07-02,Paloma,Thorelli,9999-01-01,Engineer
13809,1953-07-05,Kiyotoshi,Basagni,9999-01-01,Senior Staff
13815,1953-04-19,Guadalupe,Plotkin,9999-01-01,Senior Engineer
13825,1955-06-12,Arlette,Pell,9999-01-01,Technique Leader
13841,1952-12-10,Christophe,Spinelli,9999-01-01,Technique Leader
13842,1954-01-21,Juichirou,Cichocki,9999-01-01,Senior Staff
13846,1952-08-01,Guiseppe,Welham,9999-01-01,Senior Staff
13853,1952-03-10,Mingsen,Roohalamini,9999-01-01,Senior Staff
13859,1952-08-01,Anoosh,Fujisawa,9999-01-01,Senior Engineer
13884,1953-05-03,Kensei,Swift,9999-01-01,Engineer
13894,1952-11-15,Ult,Schonegge,9999-01-01,Engineer
13904,1954-02-19,Youngkon,Cairo,9999-01-01,Senior Engineer
13934,1953-11-20,Shiv,Bratsberg,9999-01-01,Senior Engineer
13942,1953-04-17,Elzbieta,Esteva,9999-01-01,Technique Leader
13951,1953-01-28,Mooi,Genther,9999-01-01,Senior Staff
13960,1953-01-03,Nechama,Hettesheimer,9999-01-01,Senior Staff
13962,1955-11-14,Maris,Ghelli,9999-01-01,Senior Engineer
13966,1954-01-03,Boguslaw,Cooman,9999-01-01,Senior Staff
13969,1953-06-06,Jianwen,Chandrasekhar,9999-01-01,Technique Leader
13990,1952-03-07,Deborah,Schapiro,9999-01-01,Engineer
13992,1955-09-27,Ulises,Kenevan,9999-01-01,Senior Staff
13999,1952-11-25,Florian,Crouzet,9999-01-01,Senior Staff
14005,1955-04-08,Vojin,Stellhorn,9999-01-01,Technique Leader
14015,1952-06-21,Manibrata,Picaronny,9999-01-01,Senior Engineer
14034,1952-05-07,Aloys,Seghrouchni,9999-01-01,Senior Staff
14041,1954-05-09,Shan,DeMori,9999-01-01,Senior Staff
14067,1955-04-03,Godehard,Trachtenberg,9999-01-01,Senior Engineer
14088,1953-06-03,Mori,Leslie,9999-01-01,Senior Staff
14107,1953-01-05,Xiahua,Rindone,9999-01-01,Senior Staff
14111,1955-03-27,Leszek,Cummings,9999-01-01,Senior Staff
14118,1953-03-09,Kasturi,Anido,9999-01-01,Senior Staff
14167,1953-08-11,Adas,Hertweck,9999-01-01,Senior Engineer
14191,1952-09-07,Jiann,Luby,9999-01-01,Senior Engineer
14209,1955-10-24,Masanao,Kusakabe,9999-01-01,Senior Staff
14220,1952-05-01,Tomofumi,Pargas,9999-01-01,Senior Engineer
14232,1954-09-19,Masali,Bojadziev,9999-01-01,Senior Engineer
14236,1952-06-14,Xuedong,Angiulli,9999-01-01,Senior Staff
14237,1954-10-17,Abdulla,Gerlach,9999-01-01,Senior Engineer
14242,1955-03-14,Sudhanshu,Benaini,9999-01-01,Senior Staff
14257,1952-05-07,Kwok,Massonet,9999-01-01,Staff
14290,1955-01-21,Miyeon,Olivero,9999-01-01,Senior Engineer
14292,1953-08-21,Susanna,Vigier,9999-01-01,Senior Staff
14298,1953-10-02,Chriss,Granlund,9999-01-01,Senior Engineer
14310,1953-06-07,Marlo,Leuchs,9999-01-01,Senior Staff
14320,1953-06-17,Sreenivas,Schaar,9999-01-01,Senior Engineer
14322,1952-08-14,Shem,Kakkad,9999-01-01,Engineer
14323,1952-05-31,Golgen,Leslie,9999-01-01,Staff
14340,1955-01-03,Vitaly,Wixon,9999-01-01,Senior Engineer
14344,1955-02-10,Otilia,Buescher,9999-01-01,Technique Leader
14354,1954-05-30,Mong,Bojadziev,9999-01-01,Senior Staff
14360,1955-05-25,Janche,Erbe,9999-01-01,Senior Staff
14372,1952-04-15,Saniya,Srimani,9999-01-01,Engineer
14384,1954-04-30,Tomofumi,Holburn,9999-01-01,Technique Leader
14422,1953-10-09,Toshimo,Gadepally,9999-01-01,Senior Engineer
14434,1954-07-08,Elvis,Maginnis,9999-01-01,Technique Leader
14439,1953-07-27,Raimond,Woycyznski,9999-01-01,Senior Engineer
14460,1955-11-28,Yagil,Lueh,9999-01-01,Senior Engineer
14478,1952-05-01,Munehiro,Boissier,9999-01-01,Senior Staff
14481,1952-10-30,Moti,Lammel,9999-01-01,Senior Engineer
14483,1954-11-01,Supot,Marrevee,9999-01-01,Senior Engineer
14486,1952-07-06,Indrajit,Birdsall,9999-01-01,Senior Engineer
14498,1953-11-03,Xiong,Selenyi,9999-01-01,Senior Staff
14501,1952-06-11,Taizo,Kroft,9999-01-01,Technique Leader
14509,1954-09-05,Danil,Aloia,9999-01-01,Senior Staff
14513,1953-08-02,Samphel,Barreiro,9999-01-01,Senior Staff
14515,1952-02-22,Kazuhisa,Versino,9999-01-01,Senior Engineer
14516,1955-10-19,Kristian,Underwood,9999-01-01,Senior Staff
14518,1955-06-19,Patricia,Peir,9999-01-01,Engineer
14522,1955-08-07,Chuanyi,Ranta,9999-01-01,Senior Staff
14537,1953-12-03,Babette,Engelmann,9999-01-01,Senior Engineer
14552,1953-03-21,Ibibia,Snyers,9999-01-01,Senior Engineer
14556,1954-08-27,Fatemeh,Zultner,9999-01-01,Engineer
14560,1952-03-15,Elrique,Driscoll,9999-01-01,Senior Engineer
14581,1955-08-05,Gao,Condotta,9999-01-01,Senior Engineer
14582,1954-06-07,Kiyokazu,Morrin,9999-01-01,Senior Engineer
14600,1952-12-22,Jayson,Cairo,9999-01-01,Senior Staff
14603,1954-11-13,Lech,Marquardt,9999-01-01,Senior Engineer
14607,1953-06-05,Suzette,Selvestrel,9999-01-01,Staff
14620,1954-06-15,Jianhua,Erev,9999-01-01,Senior Engineer
14621,1953-01-17,Souichi,Wixon,9999-01-01,Senior Staff
14632,1955-08-02,Gudjon,McClurg,9999-01-01,Senior Engineer
14639,1954-04-03,Arvind,Hempstead,9999-01-01,Senior Staff
14640,1952-10-17,Toshimori,Kornatzky,9999-01-01,Senior Engineer
14642,1955-06-29,Florian,Kuhnemann,9999-01-01,Senior Engineer
14645,1955-03-06,Laurentiu,Glinert,9999-01-01,Senior Engineer
14648,1955-03-28,IEEE,Lorys,9999-01-01,Senior Staff
14659,1952-11-19,Sashi,Adachi,9999-01-01,Senior Engineer
14675,1955-08-02,Teunis,Angel,9999-01-01,Senior Staff
14677,1955-11-29,Herbert,Sifakis,9999-01-01,Senior Engineer
14683,1955-03-02,Alois,Basart,9999-01-01,Senior Engineer
14690,1953-11-07,Yechezkel,Bellone,9999-01-01,Senior Engineer
14693,1952-12-08,Brewster,Stranks,9999-01-01,Senior Staff
14710,1954-06-03,Mahmut,Hainaut,9999-01-01,Senior Staff
14723,1953-08-23,Constantino,Assaf,9999-01-01,Senior Staff
14724,1955-12-19,Aron,Lemarechal,9999-01-01,Senior Staff
14780,1952-09-08,Marlo,Bruckman,9999-01-01,Senior Engineer
14785,1955-04-23,Zhonghua,Kaiser,9999-01-01,Senior Engineer
14793,1954-11-11,Stein,Uchoa,9999-01-01,Engineer
14814,1955-09-01,Odysseas,Nishimukai,9999-01-01,Senior Staff
14817,1955-04-13,Gaurav,Masaki,9999-01-01,Senior Engineer
14821,1954-12-09,Oguz,Kilgore,9999-01-01,Engineer
14839,1952-09-21,Changho,Cronin,9999-01-01,Senior Engineer
14853,1952-06-30,Taiji,Nergos,9999-01-01,Senior Engineer
14877,1955-11-15,Arto,Meriste,9999-01-01,Senior Engineer
14879,1954-02-18,Anyuan,Sigstam,9999-01-01,Senior Engineer
14888,1952-02-14,Temple,Barriga,9999-01-01,Senior Staff
14899,1954-02-26,Alejandro,Casley,9999-01-01,Senior Staff
14906,1953-01-06,Adil,Parveen,9999-01-01,Senior Staff
14908,1952-05-27,Kerhong,Flanders,9999-01-01,Senior Engineer
14909,1954-12-31,Mohan,Kamble,9999-01-01,Senior Engineer
14911,1952-10-20,Xiaobin,Chelton,9999-01-01,Senior Engineer
14914,1953-04-20,Gretta,Benzaken,9999-01-01,Engineer
14915,1952-05-20,Huican,Picco,9999-01-01,Engineer
14923,1953-10-08,Shuzo,Gyorkos,9999-01-01,Technique Leader
14928,1955-06-23,Satoru,Mukaidono,9999-01-01,Senior Staff
14941,1952-03-21,Nathan,Lichtner,9999-01-01,Senior Engineer
14942,1955-01-22,Heon,Benveniste,9999-01-01,Senior Engineer
14949,1952-09-21,Insup,Reinhart,9999-01-01,Senior Engineer
14954,1955-04-04,Fox,Magliocco,9999-01-01,Senior Engineer
14971,1955-04-07,Fan,Simmen,9999-01-01,Senior Staff
14983,1955-06-10,Hyuckchul,Pouyioutas,9999-01-01,Senior Staff
14993,1955-10-29,Sanjay,Koblitz,9999-01-01,Senior Engineer
15005,1954-04-02,Kiam,Sadowsky,9999-01-01,Senior Engineer
15016,1953-05-27,Woody,Gulik,9999-01-01,Senior Staff
15018,1954-08-08,Ramalingam,Prenel,9999-01-01,Senior Staff
15019,1953-07-29,Qingxiang,Shokrollahi,9999-01-01,Senior Engineer
15029,1954-04-08,Giordano,Koshino,9999-01-01,Senior Staff
15030,1954-02-21,Rasikan,Nourani,9999-01-01,Senior Staff
15036,1953-04-22,Ziva,Delgrande,9999-01-01,Senior Engineer
15049,1954-12-23,Khun,Waymire,9999-01-01,Senior Staff
15052,1955-02-03,Flemming,Kranzdorf,9999-01-01,Senior Engineer
15055,1953-03-26,Shrikanth,Sherertz,9999-01-01,Senior Staff
15066,1953-06-03,Tomokazu,Oaver,9999-01-01,Senior Engineer
15069,1952-12-08,Manton,Siksek,9999-01-01,Technique Leader
15071,1953-10-31,Ayonca,Couchot,9999-01-01,Senior Staff
15075,1952-12-13,Radoslaw,Rijsenbrij,9999-01-01,Senior Engineer
15077,1954-11-29,Toshiki,Taubenfeld,9999-01-01,Senior Engineer
15082,1953-04-06,Guadalupe,Zirintsis,9999-01-01,Technique Leader
15087,1954-10-11,Chirstian,Ushiama,9999-01-01,Senior Engineer
15089,1952-12-01,Giri,Coney,9999-01-01,Senior Engineer
15092,1955-06-22,Remmert,Bahi,9999-01-01,Senior Staff
15102,1952-07-02,Luigi,Axelband,9999-01-01,Senior Engineer
15105,1953-03-11,Sudhanshu,Itzigehl,9999-01-01,Senior Staff
15114,1955-08-07,Pantung,Honglei,9999-01-01,Engineer
15134,1952-08-02,Arun,Luiz,9999-01-01,Senior Staff
15145,1954-08-16,Haldon,Servieres,9999-01-01,Senior Engineer
15151,1953-11-13,Urs,Pouyioutas,9999-01-01,Senior Staff
15176,1953-10-11,Charlene,Sankaranarayanan,9999-01-01,Senior Staff
15193,1955-12-07,Neelam,Schach,9999-01-01,Senior Engineer
15196,1955-03-12,Souichi,Duclos,9999-01-01,Senior Engineer
15202,1954-05-22,Pranay,Irland,9999-01-01,Engineer
15208,1954-08-17,Sudharsan,Shokrollahi,9999-01-01,Senior Staff
15218,1955-05-30,Shuky,Conry,9999-01-01,Senior Staff
15228,1953-11-18,Mona,Salvesen,9999-01-01,Senior Staff
15230,1954-01-10,Keiichiro,Suessmith,9999-01-01,Senior Engineer
15234,1955-10-18,Jouko,Zhiwei,9999-01-01,Senior Engineer
15237,1953-09-02,Reinhard,Sadowsky,9999-01-01,Senior Engineer
15243,1954-02-07,Mountaz,Famili,9999-01-01,Senior Staff
15248,1952-03-17,Edwin,Baar,9999-01-01,Senior Staff
15253,1954-03-17,Ayonca,Pardalos,9999-01-01,Senior Engineer
15269,1955-11-01,Eric,Reghbati,9999-01-01,Senior Engineer
15271,1953-10-17,Shiv,Bernardeschi,9999-01-01,Senior Staff
15292,1954-12-26,Miyeon,Lammel,9999-01-01,Senior Staff
15324,1953-05-10,Ziya,Lunn,9999-01-01,Senior Engineer
15329,1954-12-21,Fan,Openshaw,9999-01-01,Engineer
15330,1955-10-08,Jaroslava,Chinal,9999-01-01,Senior Staff
15337,1953-10-05,Masaru,Radivojevic,9999-01-01,Senior Engineer
15343,1955-05-21,Chaosheng,Luce,9999-01-01,Senior Engineer
15354,1954-10-08,Chikara,Nyrup,9999-01-01,Staff
15365,1952-03-09,Mikhail,Schiettecatte,9999-01-01,Senior Engineer
15369,1952-10-11,Premal,Penttonen,9999-01-01,Staff
15370,1955-07-02,Chuanyi,Nilsson,9999-01-01,Senior Engineer
15372,1954-01-22,Nahum,Broder,9999-01-01,Senior Staff
15375,1953-02-14,Shuho,Manders,9999-01-01,Senior Staff
15377,1953-12-08,Shugo,Aumann,9999-01-01,Senior Engineer
15382,1952-07-28,Alassane,Siegrist,9999-01-01,Senior Staff
15392,1955-02-07,Pradeep,Markovitch,9999-01-01,Assistant Engineer
15408,1955-02-27,Maik,Penttonen,9999-01-01,Staff
15410,1954-08-18,Wilmer,Kushner,9999-01-01,Senior Staff
15412,1954-05-17,Huai,Thiria,9999-01-01,Senior Engineer
15438,1953-08-17,Constantijn,Munoz,9999-01-01,Senior Staff
15441,1954-03-11,Arvind,Weisert,9999-01-01,Senior Staff
15452,1954-01-14,Kazuhira,Weedman,9999-01-01,Engineer
15454,1954-05-20,Hongzue,Cesareni,9999-01-01,Senior Staff
15470,1952-03-30,Weiwu,Huhdanpaa,9999-01-01,Engineer
15474,1953-09-21,Gilbert,Plumb,9999-01-01,Senior Staff
15479,1955-10-24,Zhenbing,Soicher,9999-01-01,Senior Engineer
15480,1955-08-06,Kwok,Trogemann,9999-01-01,Senior Engineer
15504,1954-09-12,Kasturi,Alpin,9999-01-01,Engineer
15505,1954-10-18,Collette,Mikschl,9999-01-01,Senior Engineer
15510,1954-01-13,Inderjeet,Sethi,9999-01-01,Senior Engineer
15511,1955-12-29,George,Kowalchuk,9999-01-01,Senior Staff
15518,1953-01-26,Uno,Valtorta,9999-01-01,Senior Engineer
15525,1952-02-18,Masadi,Cherinka,9999-01-01,Senior Engineer
15534,1954-02-23,Guozhong,Grabner,9999-01-01,Senior Staff
15543,1954-05-25,Mingdong,Staelin,9999-01-01,Senior Engineer
15548,1954-12-07,Sanjai,Caine,9999-01-01,Senior Engineer
15563,1952-03-10,Constantino,Zykh,9999-01-01,Senior Staff
15565,1954-04-27,True,Muchinsky,9999-01-01,Senior Staff
15566,1955-09-25,Baoqiu,Azuma,9999-01-01,Senior Staff
15600,1954-01-17,Mack,Perna,9999-01-01,Senior Engineer
15601,1954-07-08,Carrsten,Anily,9999-01-01,Senior Staff
15651,1955-07-15,Huan,Iwayama,9999-01-01,Senior Engineer
15656,1952-05-17,Mohammad,Schaaf,9999-01-01,Senior Staff
15682,1953-01-07,Hiroyasu,Przulj,9999-01-01,Senior Engineer
15687,1955-08-26,Dekang,Ambroszkiewicz,9999-01-01,Senior Staff
15703,1955-05-02,Chenye,Hanratty,9999-01-01,Engineer
15708,1955-03-04,Reuven,Kushnir,9999-01-01,Senior Staff
15714,1952-10-02,Troy,Bala,9999-01-01,Engineer
15715,1955-02-26,Insup,Ibel,9999-01-01,Staff
15726,1954-12-23,Zhilian,Parascandalo,9999-01-01,Senior Staff
15739,1953-10-29,Poorav,Bahr,9999-01-01,Engineer
15740,1954-02-22,Stepehn,Pocchiola,9999-01-01,Senior Staff
15750,1952-07-04,Arumugam,Bresenham,9999-01-01,Senior Engineer
15765,1955-01-19,Tonny,Taubenfeld,9999-01-01,Senior Engineer
15767,1954-07-30,Baocai,Broomell,9999-01-01,Senior Engineer
15769,1954-01-06,Pranay,Oskamp,9999-01-01,Staff
15788,1952-12-23,Taegyun,Deyuan,9999-01-01,Senior Engineer
15799,1952-03-25,Manton,Gelosh,9999-01-01,Senior Staff
15809,1955-05-09,Mingsen,Antonisse,9999-01-01,Senior Staff
15819,1955-04-10,Magdalena,Rajcani,9999-01-01,Senior Staff
15821,1954-02-03,Aleksander,Antonakopoulos,9999-01-01,Engineer
15846,1953-05-29,Bowen,Litecky,9999-01-01,Technique Leader
15861,1952-02-24,Gio,Anido,9999-01-01,Senior Staff
15866,1952-12-21,Angel,Seiwald,9999-01-01,Senior Engineer
15869,1954-12-15,Guoxiang,Bala,9999-01-01,Senior Engineer
15876,1952-09-13,Munehiro,Vakili,9999-01-01,Senior Engineer
15877,1955-03-01,Yannik,Kroll,9999-01-01,Engineer
15880,1955-01-23,Miquel,Dechter,9999-01-01,Technique Leader
15889,1955-03-06,Sasan,Azumi,9999-01-01,Senior Engineer
15892,1955-01-29,Lunjin,Pettis,9999-01-01,Senior Engineer
15901,1953-07-05,Marsja,Fargier,9999-01-01,Senior Engineer
15902,1954-09-09,Kazuhide,Stille,9999-01-01,Senior Staff
15905,1952-10-08,DeForest,Petersohn,9999-01-01,Senior Engineer
15911,1952-08-29,Shaibal,Viele,9999-01-01,Senior Engineer
15934,1955-02-06,Kensyu,Shinomoto,9999-01-01,Assistant Engineer
15938,1952-05-06,Garnik,Covnot,9999-01-01,Senior Staff
15942,1955-07-07,Murthy,Rosca,9999-01-01,Senior Engineer
15943,1953-12-31,Yakkov,Demke,9999-01-01,Senior Engineer
15945,1952-09-05,Hauke,Larfeldt,9999-01-01,Senior Engineer
15948,1955-03-05,Karoline,Versino,9999-01-01,Senior Engineer
15955,1953-12-30,Yuguang,Dratva,9999-01-01,Senior Engineer
15971,1954-09-07,Arumugam,Aloia,9999-01-01,Senior Engineer
15977,1955-04-30,King,Ballarin,9999-01-01,Senior Staff
15978,1954-01-31,Kaijung,Wielonsky,9999-01-01,Engineer
15993,1952-07-03,Yoshimitsu,Peir,9999-01-01,Senior Engineer
16000,1952-02-09,Marek,Demos,9999-01-01,Senior Engineer
16018,1954-03-11,Boutros,Papadias,9999-01-01,Senior Engineer
16019,1955-11-30,Chaoyi,Heystek,9999-01-01,Senior Engineer
16025,1952-04-06,Doowon,Luce,9999-01-01,Senior Engineer
16028,1952-09-20,JiYoung,Takkinen,9999-01-01,Senior Engineer
16033,1954-08-06,Wayne,Spelt,9999-01-01,Senior Staff
16052,1952-06-13,Maria,Rodham,9999-01-01,Senior Engineer
16066,1952-12-05,Marsha,Penn,9999-01-01,Senior Staff
16068,1952-03-05,Leandro,Zongker,9999-01-01,Senior Staff
16076,1954-11-04,Marko,Ebeling,9999-01-01,Engineer
16077,1952-10-12,Kannan,Heemskerk,9999-01-01,Senior Engineer
16086,1953-03-25,Mohammad,Denos,9999-01-01,Senior Engineer
16094,1953-04-14,Berto,Rosar,9999-01-01,Senior Engineer
16099,1953-10-14,Mohan,Ferretti,9999-01-01,Senior Staff
16126,1955-09-23,Tse,Crabtree,9999-01-01,Staff
16130,1955-09-07,Kerryn,Belinskaya,9999-01-01,Engineer
16134,1952-08-07,Annemarie,Chaudhuri,9999-01-01,Senior Engineer
16138,1952-05-30,Leucio,Krzyzanowski,9999-01-01,Senior Staff
16154,1954-10-22,Monique,Docker,9999-01-01,Technique Leader
16185,1953-03-03,Marin,Winter,9999-01-01,Technique Leader
16192,1954-04-14,Leandro,Sigstam,9999-01-01,Senior Engineer
16201,1952-11-18,Krassimir,Olano,9999-01-01,Technique Leader
16227,1953-09-30,Hitomi,Vural,9999-01-01,Senior Engineer
16229,1955-12-24,Ronnie,Lanzelotte,9999-01-01,Senior Staff
16230,1955-07-16,Ung,Babu,9999-01-01,Senior Staff
16233,1955-11-17,Sushant,Baba,9999-01-01,Senior Staff
16234,1954-01-18,Jacopo,Basart,9999-01-01,Senior Staff
16246,1954-08-18,Makato,Masaki,9999-01-01,Engineer
16252,1954-01-20,Carrsten,Mattern,9999-01-01,Senior Engineer
16266,1952-03-12,Mikhail,Sethi,9999-01-01,Senior Staff
16272,1953-07-23,Shuho,Zeleznik,9999-01-01,Senior Engineer
16274,1953-06-02,Sadun,Navazio,9999-01-01,Senior Staff
16324,1955-07-23,Billie,Bazzichi,9999-01-01,Staff
16337,1953-05-05,Hironoby,Schaad,9999-01-01,Senior Engineer
16341,1955-09-18,Boutros,Fendler,9999-01-01,Senior Staff
16355,1953-03-16,Nikolaos,Luca,9999-01-01,Senior Staff
16364,1953-11-15,Yifei,Gini,9999-01-01,Senior Staff
16365,1954-04-29,Janalee,Mellouli,9999-01-01,Senior Staff
16377,1952-10-27,Duri,Stanger,9999-01-01,Engineer
16380,1955-05-02,Zhilian,Chleq,9999-01-01,Senior Staff
16382,1955-05-23,Chaoyi,Talmon,9999-01-01,Senior Engineer
16383,1952-07-22,Lidong,Czap,9999-01-01,Senior Engineer
16388,1952-05-03,Subhankar,Georgatos,9999-01-01,Senior Staff
16397,1953-12-22,Shimshon,Cusworth,9999-01-01,Senior Staff
16398,1955-01-24,Limsoon,Krzyzanowski,9999-01-01,Senior Staff
16399,1954-06-04,Apostol,Collette,9999-01-01,Senior Staff
16404,1955-07-02,Rafols,Rabehasaina,9999-01-01,Senior Engineer
16412,1953-12-11,Moss,Tokunaga,9999-01-01,Technique Leader
16425,1955-10-10,Idoia,Beerel,9999-01-01,Senior Engineer
16438,1953-03-31,Abdulla,Demeyer,9999-01-01,Senior Engineer
16446,1955-05-10,Jouko,Chinin,9999-01-01,Senior Staff
16447,1952-02-03,Zhiguo,Savasere,9999-01-01,Senior Engineer
16448,1953-02-19,Tsvetan,Zwicker,9999-01-01,Senior Engineer
16453,1953-09-23,Goncalo,Basart,9999-01-01,Senior Staff
16471,1955-10-05,Bogdan,Birta,9999-01-01,Staff
16479,1955-01-23,Jixiang,Eiter,9999-01-01,Senior Staff
16486,1955-12-22,Sanjay,Perin,9999-01-01,Senior Staff
16487,1955-01-09,Arunas,Yemenis,9999-01-01,Senior Staff
16490,1955-05-16,Muzhong,Thiria,9999-01-01,Senior Staff
16491,1952-12-03,Emdad,Radwan,9999-01-01,Senior Staff
16504,1955-02-14,Mong,Cromarty,9999-01-01,Senior Engineer
16510,1954-10-28,Mototsugu,Vecchio,9999-01-01,Senior Staff
16537,1952-05-18,Weidon,Seiwald,9999-01-01,Senior Engineer
16539,1953-06-09,Gretta,Fetvedt,9999-01-01,Senior Engineer
16546,1954-06-09,Sangeeta,Lanphier,9999-01-01,Senior Engineer
16549,1953-11-24,Olivera,Thibadeau,9999-01-01,Senior Staff
16551,1952-03-13,Sadegh,Ranon,9999-01-01,Senior Engineer
16556,1954-05-22,Mostafa,Hiltgen,9999-01-01,Senior Engineer
16567,1954-03-19,Hein,Senzako,9999-01-01,Senior Staff
16570,1954-08-26,Uta,Matzen,9999-01-01,Senior Engineer
16580,1952-12-17,Masaru,Valiente,9999-01-01,Senior Engineer
16607,1955-02-19,Vishwani,Honglei,9999-01-01,Senior Staff
16619,1953-09-28,Arvind,Boguraev,9999-01-01,Senior Engineer
16657,1955-05-29,Yongdong,Heyers,9999-01-01,Senior Engineer
16658,1952-08-28,Florian,Soicher,9999-01-01,Senior Staff
16672,1955-04-25,Georgi,Peris,9999-01-01,Senior Staff
16674,1955-11-13,Duke,Takanami,9999-01-01,Technique Leader
16679,1955-07-26,Domenick,Cummings,9999-01-01,Engineer
16683,1955-05-30,Hatem,Ghandeharizadeh,9999-01-01,Senior Engineer
16716,1952-04-16,Ramachenga,Zumaque,9999-01-01,Engineer
16719,1954-09-30,Sasan,Benantar,9999-01-01,Senior Staff
16723,1955-05-30,Mohd,Randt,9999-01-01,Senior Staff
16729,1953-04-16,Kirk,Broomell,9999-01-01,Senior Staff
16731,1953-10-21,Domenico,Versino,9999-01-01,Senior Engineer
16759,1952-10-24,Vojin,Masaki,9999-01-01,Senior Engineer
16799,1953-12-27,Shigeichiro,Bamford,9999-01-01,Senior Engineer
16801,1953-05-23,Gila,Strooper,9999-01-01,Senior Engineer
16803,1954-11-12,Ziva,Rohrbach,9999-01-01,Engineer
16806,1952-06-13,Sreekrishna,Dayana,9999-01-01,Senior Staff
16808,1955-04-17,Kiyokazu,Katiyar,9999-01-01,Senior Staff
16851,1953-08-09,Leon,Stasinski,9999-01-01,Senior Staff
16852,1953-09-14,Yefim,Fontet,9999-01-01,Senior Engineer
16862,1955-11-03,JiYoung,Eppinger,9999-01-01,Senior Engineer
16864,1954-11-01,Candido,Gecsel,9999-01-01,Engineer
16869,1954-12-11,Yakkov,Huttel,9999-01-01,Senior Staff
16871,1953-12-02,Munir,Stiles,9999-01-01,Senior Engineer
16875,1955-03-24,Nikolaos,Radhakrishnan,9999-01-01,Engineer
16880,1953-04-26,Honesty,Bresenham,9999-01-01,Technique Leader
16897,1953-05-07,Charlene,Ebeling,9999-01-01,Technique Leader
16910,1953-03-06,Kazunori,Botman,9999-01-01,Senior Engineer
16919,1953-12-23,Tesuya,Yurov,9999-01-01,Engineer
16921,1952-03-28,Evgueni,Yeung,9999-01-01,Senior Staff
16954,1953-10-31,Akhilish,Apsitis,9999-01-01,Senior Staff
16955,1955-09-05,Sangeeta,Marrakchi,9999-01-01,Senior Staff
16969,1955-02-10,Sanjit,Braccini,9999-01-01,Senior Engineer
16986,1952-10-28,Hirochika,Gecseg,9999-01-01,Senior Engineer
16988,1952-03-18,Xiong,Peron,9999-01-01,Senior Staff
16993,1954-12-28,Hongzue,Dahlbom,9999-01-01,Senior Staff
16999,1952-04-01,Bezalel,Sadowsky,9999-01-01,Senior Staff
17012,1953-03-29,Valdiodio,Petereit,9999-01-01,Senior Engineer
17018,1955-04-01,Berhard,Tasistro,9999-01-01,Senior Engineer
17024,1953-11-14,Ewing,Siepmann,9999-01-01,Senior Engineer
17041,1952-03-07,Nishit,Montemayor,9999-01-01,Senior Staff
17046,1954-06-08,Fay,Kornyak,9999-01-01,Senior Engineer
17048,1954-08-24,Christoph,Murthy,9999-01-01,Senior Engineer
17055,1955-01-25,Marin,Wixon,9999-01-01,Senior Engineer
17063,1952-05-18,Anoosh,Thiran,9999-01-01,Senior Staff
17066,1953-01-01,Heping,Ruther,9999-01-01,Senior Engineer
17068,1953-10-17,Bodh,Gopalakrishnan,9999-01-01,Assistant Engineer
17072,1954-07-04,Richara,Bala,9999-01-01,Senior Staff
17076,1954-10-01,Gudjon,Hitomi,9999-01-01,Senior Engineer
17078,1954-10-22,Gill,Hinsberger,9999-01-01,Senior Staff
17081,1952-05-01,Weiru,Murtafg,9999-01-01,Senior Engineer
17089,1954-02-08,Rafail,Erman,9999-01-01,Senior Staff
17098,1955-02-22,Xuedong,Gelosh,9999-01-01,Senior Engineer
17101,1955-06-14,Sandeepan,Compeau,9999-01-01,Senior Engineer
17102,1954-01-23,Radhika,Garnick,9999-01-01,Staff
17103,1953-04-03,Takahiro,Feldmann,9999-01-01,Senior Engineer
17120,1952-11-12,Yifei,Polupanov,9999-01-01,Senior Staff
17125,1953-02-09,Akhilish,Zweizig,9999-01-01,Senior Engineer
17126,1952-02-11,Matk,Schapire,9999-01-01,Senior Staff
17143,1955-06-21,Ziyad,Munke,9999-01-01,Senior Engineer
17146,1955-11-15,Aemilian,Barbanera,9999-01-01,Staff
17158,1954-02-21,Danai,Vecchio,9999-01-01,Senior Engineer
