emp_no,title,to_date,salary,birth_date
12164,Engineer,9999-01-01,43366,1954-01-04
12165,Senior Engineer,9999-01-01,41951,1952-11-19
12168,Senior Staff,9999-01-01,40000,1954-07-10
12172,Senior Staff,9999-01-01,40000,1954-04-04
12174,Senior Engineer,9999-01-01,40000,1955-02-01
12183,Engineer,9999-01-01,40000,1954-06-29
12186,Senior Staff,9999-01-01,70221,1952-12-06
12190,Senior Engineer,9999-01-01,40000,1952-12-19
12191,Engineer,9999-01-01,45307,1953-12-02
12192,Senior Engineer,9999-01-01,41625,1954-11-06
12205,Senior Engineer,9999-01-01,40000,1955-08-24
12206,Senior Engineer,9999-01-01,40000,1954-11-21
12210,Senior Staff,9999-01-01,40000,1954-01-12
12213,Senior Staff,9999-01-01,79834,1952-09-26
12216,Engineer,9999-01-01,40000,1954-12-27
12218,Senior Engineer,9999-01-01,40000,1954-08-01
12219,Senior Staff,9999-01-01,57507,1952-07-13
12221,Senior Engineer,9999-01-01,56736,1955-07-14
12222,Senior Staff,9999-01-01,55840,1953-03-04
12223,Senior Engineer,9999-01-01,54459,1954-07-27
12230,Engineer,9999-01-01,53692,1952-02-08
12231,Senior Engineer,9999-01-01,40000,1954-08-27
12235,Staff,9999-01-01,100755,1954-06-05
12242,Engineer,9999-01-01,46911,1954-04-08
12247,Technique Leader,9999-01-01,59183,1952-03-26
12249,Senior Engineer,9999-01-01,70099,1952-09-20
12250,Senior Engineer,9999-01-01,61573,1954-10-02
12256,Senior Staff,9999-01-01,40000,1955-02-15
12258,Senior Engineer,9999-01-01,40748,1955-01-06
12264,Engineer,9999-01-01,51816,1953-12-30
12269,Senior Engineer,9999-01-01,40000,1952-06-22
12270,Senior Staff,9999-01-01,52840,1953-08-10
12272,Senior Staff,9999-01-01,43811,1955-10-16
12273,Senior Staff,9999-01-01,90736,1953-11-22
12281,Senior Engineer,9999-01-01,45417,1953-08-13
12282,Engineer,9999-01-01,40000,1952-02-02
12291,Senior Staff,9999-01-01,67506,1953-12-28
12298,Senior Engineer,9999-01-01,62015,1954-03-03
12308,Senior Staff,9999-01-01,58741,1952-02-17
12311,Senior Engineer,9999-01-01,40000,1955-02-11
12316,Engineer,9999-01-01,46261,1953-12-30
12317,Staff,9999-01-01,40000,1952-05-23
12327,Senior Engineer,9999-01-01,67449,1952-05-21
12328,Staff,9999-01-01,51299,1952-05-29
12338,Staff,9999-01-01,46270,1952-09-23
12339,Staff,9999-01-01,40000,1954-08-14
12341,Senior Engineer,9999-01-01,40000,1955-02-13
12343,Senior Staff,9999-01-01,52134,1952-10-18
12355,Senior Engineer,9999-01-01,70724,1953-09-12
12364,Assistant Engineer,9999-01-01,42337,1954-07-01
12365,Senior Engineer,9999-01-01,40000,1954-01-21
12368,Senior Staff,9999-01-01,45415,1955-10-07
12373,Senior Staff,9999-01-01,75986,1953-04-26
12379,Technique Leader,9999-01-01,43508,1955-04-04
12381,Senior Staff,9999-01-01,42211,1953-04-13
12388,Senior Engineer,9999-01-01,40000,1954-12-14
12394,Engineer,9999-01-01,40000,1952-02-09
12395,Senior Staff,9999-01-01,66909,1955-01-08
12399,Senior Staff,9999-01-01,85582,1955-11-15
12411,Senior Staff,9999-01-01,97610,1952-05-31
12413,Senior Engineer,9999-01-01,53179,1955-06-17
12417,Senior Engineer,9999-01-01,67342,1955-11-18
12421,Senior Engineer,9999-01-01,52691,1955-03-15
12422,Senior Staff,9999-01-01,71376,1954-12-04
12426,Technique Leader,9999-01-01,40000,1952-04-29
12427,Senior Staff,9999-01-01,40000,1955-09-15
12434,Engineer,9999-01-01,40000,1953-09-23
12438,Senior Staff,9999-01-01,109440,1953-11-24
12450,Senior Engineer,9999-01-01,40000,1952-02-10
12452,Engineer,9999-01-01,40000,1953-10-04
12454,Staff,9999-01-01,41347,1954-08-21
12464,Staff,9999-01-01,50448,1955-09-08
12466,Senior Staff,9999-01-01,65175,1953-07-30
12468,Staff,9999-01-01,41627,1952-05-05
12475,Senior Engineer,9999-01-01,40000,1953-03-30
12480,Staff,9999-01-01,62415,1953-02-19
12487,Senior Staff,9999-01-01,40000,1954-04-24
12488,Senior Engineer,9999-01-01,40000,1954-11-09
12489,Senior Engineer,9999-01-01,63306,1955-01-23
12490,Senior Engineer,9999-01-01,40000,1955-08-08
12492,Senior Engineer,9999-01-01,59589,1953-07-13
12497,Senior Staff,9999-01-01,81191,1953-08-26
12499,Senior Staff,9999-01-01,69706,1955-09-22
12501,Senior Staff,9999-01-01,76082,1954-11-22
12502,Senior Engineer,9999-01-01,40000,1952-07-22
12504,Engineer,9999-01-01,40000,1953-01-04
12506,Engineer,9999-01-01,50229,1955-07-13
12509,Senior Staff,9999-01-01,40000,1954-05-20
12514,Engineer,9999-01-01,54241,1952-11-14
12515,Senior Engineer,9999-01-01,50655,1952-05-22
12520,Engineer,9999-01-01,40000,1954-01-21
12522,Technique Leader,9999-01-01,47733,1954-03-06
12523,Senior Staff,9999-01-01,94760,1954-09-26
12524,Engineer,9999-01-01,42824,1954-02-08
12528,Senior Staff,9999-01-01,40000,1952-11-20
12534,Senior Engineer,9999-01-01,66715,1953-01-31
12537,Senior Staff,9999-01-01,85107,1955-11-23
12540,Senior Staff,9999-01-01,40000,1953-11-03
12541,Senior Staff,9999-01-01,93105,1952-04-22
12542,Senior Staff,9999-01-01,44176,1954-07-26
12551,Senior Engineer,9999-01-01,40000,1954-03-15
12553,Senior Staff,9999-01-01,40000,1954-05-08
12555,Assistant Engineer,9999-01-01,68051,1953-06-24
12557,Senior Engineer,9999-01-01,41840,1954-01-01
12558,Senior Engineer,9999-01-01,40000,1955-02-09
12563,Engineer,9999-01-01,40000,1953-07-03
12564,Staff,9999-01-01,76772,1955-10-03
12571,Engineer,9999-01-01,53163,1952-04-16
12574,Engineer,9999-01-01,66284,1954-09-02
12586,Senior Engineer,9999-01-01,50972,1952-11-02
12588,Senior Engineer,9999-01-01,49125,1954-12-29
12589,Senior Engineer,9999-01-01,59441,1952-11-23
12590,Senior Staff,9999-01-01,72208,1953-02-04
12596,Senior Staff,9999-01-01,40000,1955-10-10
12597,Senior Staff,9999-01-01,63589,1952-09-07
12601,Senior Engineer,9999-01-01,41714,1955-08-16
12603,Staff,9999-01-01,43168,1953-11-23
12608,Senior Staff,9999-01-01,40000,1955-10-27
12612,Staff,9999-01-01,92187,1954-01-09
12617,Senior Staff,9999-01-01,55663,1953-05-07
12623,Senior Staff,9999-01-01,79700,1953-01-02
12626,Senior Engineer,9999-01-01,61375,1954-07-16
12630,Senior Staff,9999-01-01,41052,1954-04-23
12635,Senior Engineer,9999-01-01,40000,1952-11-09
12636,Senior Staff,9999-01-01,40000,1955-11-21
12638,Engineer,9999-01-01,56677,1954-11-09
12639,Senior Engineer,9999-01-01,40000,1952-10-13
12642,Senior Staff,9999-01-01,68271,1955-09-27
12644,Senior Engineer,9999-01-01,40000,1952-06-09
12645,Staff,9999-01-01,63135,1955-04-01
12651,Senior Staff,9999-01-01,75150,1952-07-24
12656,Senior Staff,9999-01-01,70030,1955-08-12
12662,Engineer,9999-01-01,69016,1952-08-02
12663,Technique Leader,9999-01-01,49966,1954-10-31
12664,Staff,9999-01-01,40000,1952-05-01
12666,Engineer,9999-01-01,40000,1955-03-14
12670,Engineer,9999-01-01,45281,1952-06-10
12672,Senior Engineer,9999-01-01,54041,1953-04-26
12680,Staff,9999-01-01,46321,1954-09-15
12687,Staff,9999-01-01,78376,1954-12-06
12689,Senior Engineer,9999-01-01,59689,1953-01-19
12691,Senior Engineer,9999-01-01,48493,1952-10-17
12697,Senior Staff,9999-01-01,40000,1955-06-25
12707,Staff,9999-01-01,53664,1953-07-22
12709,Senior Engineer,9999-01-01,45510,1955-08-09
12715,Staff,9999-01-01,40000,1955-12-31
12717,Staff,9999-01-01,53194,1953-04-17
12722,Senior Staff,9999-01-01,62325,1955-09-23
12725,Senior Staff,9999-01-01,40000,1953-07-28
12726,Senior Engineer,9999-01-01,61177,1954-03-27
12729,Senior Engineer,9999-01-01,51796,1954-05-18
12731,Senior Staff,9999-01-01,40000,1953-05-09
12732,Senior Staff,9999-01-01,74436,1952-09-27
12734,Senior Engineer,9999-01-01,40000,1952-03-05
12746,Senior Engineer,9999-01-01,63044,1953-10-11
12747,Technique Leader,9999-01-01,40000,1955-10-23
12748,Engineer,9999-01-01,40000,1953-12-23
12753,Senior Engineer,9999-01-01,47071,1952-12-22
12754,Senior Engineer,9999-01-01,56137,1955-06-11
12755,Senior Staff,9999-01-01,40196,1955-02-20
12761,Senior Staff,9999-01-01,62465,1953-11-05
12769,Engineer,9999-01-01,40000,1955-05-11
12770,Senior Staff,9999-01-01,55103,1955-01-17
12773,Senior Engineer,9999-01-01,65556,1952-06-26
12774,Engineer,9999-01-01,40000,1952-12-30
12777,Senior Staff,9999-01-01,50672,1954-11-01
12785,Senior Engineer,9999-01-01,68680,1954-10-20
12786,Engineer,9999-01-01,51030,1953-01-28
12789,Engineer,9999-01-01,41358,1955-03-20
12790,Senior Staff,9999-01-01,87760,1953-02-05
12795,Senior Staff,9999-01-01,56969,1952-05-06
12796,Senior Engineer,9999-01-01,40000,1954-05-02
12798,Senior Staff,9999-01-01,81145,1952-05-18
12799,Senior Staff,9999-01-01,42816,1954-11-21
12803,Senior Staff,9999-01-01,91789,1952-05-12
12807,Senior Engineer,9999-01-01,48331,1955-10-05
12810,Technique Leader,9999-01-01,46737,1955-06-15
12815,Senior Staff,9999-01-01,65073,1955-03-25
12819,Senior Engineer,9999-01-01,48455,1953-07-30
12821,Engineer,9999-01-01,46727,1952-06-01
12828,Staff,9999-01-01,85769,1954-01-30
12829,Senior Engineer,9999-01-01,51521,1955-08-25
12840,Engineer,9999-01-01,40000,1952-12-20
12843,Senior Engineer,9999-01-01,40000,1955-12-17
12848,Engineer,9999-01-01,40000,1953-01-17
12851,Staff,9999-01-01,64013,1953-08-08
12855,Senior Staff,9999-01-01,40000,1953-10-24
12857,Senior Engineer,9999-01-01,52646,1952-06-02
12863,Senior Engineer,9999-01-01,62803,1954-08-02
12865,Senior Staff,9999-01-01,64679,1952-04-03
12868,Senior Engineer,9999-01-01,40000,1952-08-28
12869,Staff,9999-01-01,61803,1952-05-11
12872,Senior Staff,9999-01-01,56040,1953-02-18
12879,Senior Engineer,9999-01-01,40000,1955-09-07
12881,Staff,9999-01-01,66390,1953-08-21
12885,Senior Engineer,9999-01-01,40000,1952-12-25
12887,Senior Engineer,9999-01-01,40000,1953-01-04
12889,Engineer,9999-01-01,58901,1952-05-02
12890,Senior Staff,9999-01-01,66803,1955-10-05
12893,Senior Staff,9999-01-01,50803,1954-10-09
12895,Senior Engineer,9999-01-01,40000,1952-04-28
12899,Senior Staff,9999-01-01,40000,1954-07-13
12905,Senior Engineer,9999-01-01,58659,1955-01-24
12910,Staff,9999-01-01,69301,1955-01-27
12915,Senior Staff,9999-01-01,55723,1955-08-17
12923,Senior Engineer,9999-01-01,40000,1953-09-05
12926,Senior Staff,9999-01-01,68314,1952-04-24
12934,Senior Engineer,9999-01-01,47274,1953-06-21
12936,Technique Leader,9999-01-01,64450,1955-11-13
12940,Senior Engineer,9999-01-01,49760,1953-10-25
12941,Senior Engineer,9999-01-01,67069,1954-07-29
12944,Senior Staff,9999-01-01,40000,1955-07-07
12949,Senior Engineer,9999-01-01,40000,1955-02-24
12960,Engineer,9999-01-01,40000,1955-07-20
12962,Senior Staff,9999-01-01,73680,1952-10-26
12969,Senior Staff,9999-01-01,59876,1955-03-27
12977,Senior Engineer,9999-01-01,61326,1954-11-29
12982,Senior Engineer,9999-01-01,40000,1952-12-08
12983,Staff,9999-01-01,57252,1954-04-07
12986,Senior Engineer,9999-01-01,50021,1952-03-08
12987,Senior Engineer,9999-01-01,56823,1953-10-08
13000,Engineer,9999-01-01,40000,1955-01-31
13002,Senior Engineer,9999-01-01,40935,1954-12-08
13004,Senior Engineer,9999-01-01,40000,1952-12-13
13008,Engineer,9999-01-01,40000,1955-12-23
13011,Technique Leader,9999-01-01,51216,1955-02-25
13013,Engineer,9999-01-01,40000,1952-10-17
13027,Technique Leader,9999-01-01,65940,1955-03-13
13030,Senior Staff,9999-01-01,51770,1955-02-12
13034,Senior Staff,9999-01-01,77736,1955-02-21
13046,Senior Staff,9999-01-01,40000,1953-03-09
13047,Senior Engineer,9999-01-01,52323,1953-04-24
13048,Senior Engineer,9999-01-01,40000,1952-07-17
13052,Senior Engineer,9999-01-01,42693,1952-09-26
13054,Senior Engineer,9999-01-01,40000,1952-03-24
13065,Senior Staff,9999-01-01,58147,1955-07-27
13067,Senior Engineer,9999-01-01,40000,1955-08-01
13075,Senior Staff,9999-01-01,40000,1955-05-24
13076,Engineer,9999-01-01,50582,1954-03-09
13084,Senior Staff,9999-01-01,64106,1953-01-05
13086,Senior Staff,9999-01-01,40000,1953-06-10
13093,Staff,9999-01-01,75658,1953-08-12
13096,Senior Engineer,9999-01-01,52544,1953-01-03
13103,Senior Engineer,9999-01-01,40000,1952-05-09
13108,Senior Staff,9999-01-01,40000,1955-10-16
13110,Senior Engineer,9999-01-01,57941,1953-09-29
13124,Senior Staff,9999-01-01,73785,1955-11-06
13126,Senior Engineer,9999-01-01,40000,1953-05-03
13133,Senior Staff,9999-01-01,67777,1955-06-21
13134,Senior Engineer,9999-01-01,51227,1955-06-25
13140,Staff,9999-01-01,40000,1955-07-03
13143,Technique Leader,9999-01-01,40000,1953-10-06
13144,Senior Staff,9999-01-01,52825,1952-07-11
13146,Senior Staff,9999-01-01,61398,1953-11-01
13147,Senior Staff,9999-01-01,77429,1955-12-28
13150,Technique Leader,9999-01-01,40000,1953-06-28
13156,Senior Engineer,9999-01-01,48285,1952-04-19
13159,Staff,9999-01-01,54536,1954-09-22
13161,Senior Engineer,9999-01-01,49733,1955-05-04
13165,Senior Engineer,9999-01-01,42796,1954-09-09
13168,Senior Engineer,9999-01-01,49210,1954-06-10
13170,Senior Staff,9999-01-01,49012,1955-10-25
13171,Senior Engineer,9999-01-01,40000,1954-12-29
13173,Senior Staff,9999-01-01,46354,1953-04-20
13175,Senior Engineer,9999-01-01,65572,1955-10-23
13179,Staff,9999-01-01,90233,1955-09-09
13182,Engineer,9999-01-01,46832,1954-02-25
13186,Senior Staff,9999-01-01,93138,1955-06-19
13189,Staff,9999-01-01,40000,1955-11-29
13192,Technique Leader,9999-01-01,43986,1953-01-28
13200,Senior Engineer,9999-01-01,50821,1952-05-24
13202,Senior Staff,9999-01-01,51915,1953-05-10
13203,Senior Staff,9999-01-01,40000,1953-09-08
13204,Assistant Engineer,9999-01-01,45177,1954-07-25
13206,Staff,9999-01-01,44383,1954-04-07
13210,Senior Staff,9999-01-01,83961,1953-06-19
13213,Senior Staff,9999-01-01,61131,1954-12-29
13216,Staff,9999-01-01,40000,1952-10-16
13227,Staff,9999-01-01,88669,1952-07-15
13232,Technique Leader,9999-01-01,40000,1955-01-29
13233,Senior Engineer,9999-01-01,49414,1954-08-11
13235,Engineer,9999-01-01,57427,1955-03-09
13238,Senior Staff,9999-01-01,40000,1953-02-23
13240,Senior Engineer,9999-01-01,49018,1955-02-14
13246,Staff,9999-01-01,83156,1952-06-09
13250,Senior Engineer,9999-01-01,47829,1954-02-20
13252,Staff,9999-01-01,55454,1955-04-11
13260,Technique Leader,9999-01-01,40000,1954-08-02
13263,Senior Staff,9999-01-01,61281,1955-03-18
13272,Senior Staff,9999-01-01,40000,1953-10-11
13276,Senior Staff,9999-01-01,65836,1955-05-07
13282,Senior Staff,9999-01-01,45990,1954-06-12
13288,Senior Staff,9999-01-01,40000,1952-08-24
13290,Staff,9999-01-01,40000,1955-06-01
13291,Senior Engineer,9999-01-01,54720,1952-04-29
13294,Staff,9999-01-01,57991,1954-12-29
13302,Senior Engineer,9999-01-01,40000,1954-06-21
13303,Staff,9999-01-01,63524,1952-06-20
13309,Senior Engineer,9999-01-01,40000,1954-11-13
13312,Engineer,9999-01-01,53718,1953-11-11
13315,Senior Engineer,9999-01-01,40000,1955-09-08
13320,Senior Engineer,9999-01-01,47422,1954-08-04
13332,Senior Engineer,9999-01-01,40000,1954-12-02
13333,Engineer,9999-01-01,50997,1953-07-17
13341,Senior Staff,9999-01-01,40000,1953-06-02
13342,Engineer,9999-01-01,59327,1955-04-03
13343,Senior Staff,9999-01-01,40000,1952-04-06
13346,Senior Engineer,9999-01-01,40000,1954-07-16
13347,Senior Engineer,9999-01-01,79839,1953-03-01
13349,Senior Staff,9999-01-01,66066,1954-01-21
13357,Engineer,9999-01-01,40000,1953-08-19
13361,Staff,9999-01-01,40000,1955-10-01
13368,Staff,9999-01-01,52872,1953-12-29
13371,Senior Engineer,9999-01-01,40000,1954-01-23
13373,Senior Staff,9999-01-01,82749,1954-09-08
13374,Senior Engineer,9999-01-01,40000,1954-05-16
13378,Technique Leader,9999-01-01,64833,1952-09-18
13379,Senior Staff,9999-01-01,52620,1953-08-26
13385,Senior Staff,9999-01-01,40000,1954-11-15
13386,Technique Leader,9999-01-01,91420,1952-04-27
13388,Technique Leader,9999-01-01,52597,1954-03-19
13389,Senior Staff,9999-01-01,40000,1954-04-26
13390,Engineer,9999-01-01,40000,1954-06-18
13392,Senior Staff,9999-01-01,69221,1953-04-05
13394,Senior Staff,9999-01-01,44631,1953-12-17
13396,Senior Staff,9999-01-01,40000,1952-05-19
13402,Engineer,9999-01-01,40000,1955-05-15
13405,Senior Staff,9999-01-01,60799,1954-01-19
13407,Senior Engineer,9999-01-01,60348,1954-01-09
13408,Senior Engineer,9999-01-01,52479,1954-12-27
13412,Staff,9999-01-01,56217,1952-03-13
13415,Technique Leader,9999-01-01,61838,1955-06-23
13416,Senior Engineer,9999-01-01,40000,1955-12-15
13417,Senior Staff,9999-01-01,53074,1953-05-20
13422,Senior Engineer,9999-01-01,59466,1952-08-20
13427,Staff,9999-01-01,50468,1955-03-13
13439,Engineer,9999-01-01,49283,1954-05-14
13442,Senior Staff,9999-01-01,40000,1953-03-14
13443,Senior Engineer,9999-01-01,40000,1954-07-22
13445,Engineer,9999-01-01,53194,1954-12-22
13451,Senior Staff,9999-01-01,40000,1952-03-21
13453,Senior Engineer,9999-01-01,52593,1955-11-30
13456,Senior Engineer,9999-01-01,40000,1955-06-26
13457,Senior Engineer,9999-01-01,40812,1955-06-27
13458,Senior Engineer,9999-01-01,41375,1954-12-21
13460,Senior Engineer,9999-01-01,40000,1955-05-13
13463,Senior Engineer,9999-01-01,40000,1954-08-29
13465,Engineer,9999-01-01,49821,1953-11-01
13467,Senior Engineer,9999-01-01,56977,1954-11-15
13472,Engineer,9999-01-01,40000,1954-07-18
13475,Senior Staff,9999-01-01,55431,1952-07-31
13493,Senior Engineer,9999-01-01,40000,1954-09-08
13500,Senior Engineer,9999-01-01,57581,1954-01-10
13504,Engineer,9999-01-01,41895,1954-01-09
13505,Staff,9999-01-01,46130,1954-12-11
13520,Senior Engineer,9999-01-01,46435,1952-09-17
13522,Senior Staff,9999-01-01,70884,1952-11-20
13523,Staff,9999-01-01,45333,1952-03-06
13524,Senior Staff,9999-01-01,52849,1955-11-06
13535,Senior Engineer,9999-01-01,40000,1954-12-25
13539,Senior Engineer,9999-01-01,54246,1954-11-23
13540,Staff,9999-01-01,82488,1953-11-09
13544,Senior Staff,9999-01-01,91559,1955-11-10
13546,Senior Engineer,9999-01-01,50295,1955-02-22
13549,Technique Leader,9999-01-01,40000,1952-05-02
13552,Senior Staff,9999-01-01,73346,1955-03-23
13554,Senior Staff,9999-01-01,49930,1955-11-02
13571,Senior Engineer,9999-01-01,61100,1953-11-25
13575,Senior Engineer,9999-01-01,73636,1954-02-17
13576,Senior Staff,9999-01-01,73022,1954-08-05
13586,Senior Engineer,9999-01-01,40000,1955-10-09
13591,Assistant Engineer,9999-01-01,40000,1953-01-23
13596,Senior Engineer,9999-01-01,57320,1952-05-02
13598,Engineer,9999-01-01,76264,1955-07-22
13600,Staff,9999-01-01,40000,1955-02-25
13605,Senior Staff,9999-01-01,70404,1953-08-02
13612,Engineer,9999-01-01,40000,1954-03-01
13617,Engineer,9999-01-01,40000,1955-08-12
13621,Engineer,9999-01-01,73192,1954-02-28
13624,Senior Staff,9999-01-01,40000,1952-12-15
13629,Senior Engineer,9999-01-01,40000,1954-09-13
13642,Senior Staff,9999-01-01,45456,1954-03-07
13643,Senior Engineer,9999-01-01,64841,1954-10-20
13648,Technique Leader,9999-01-01,47723,1954-03-28
13653,Senior Staff,9999-01-01,53242,1955-01-01
13662,Senior Staff,9999-01-01,66158,1952-04-13
13670,Senior Engineer,9999-01-01,40000,1953-05-06
13673,Senior Staff,9999-01-01,50560,1953-12-15
13680,Staff,9999-01-01,46968,1953-08-08
13683,Senior Engineer,9999-01-01,40000,1954-09-15
13685,Senior Engineer,9999-01-01,48322,1954-05-02
13697,Technique Leader,9999-01-01,40000,1953-04-07
13704,Senior Engineer,9999-01-01,40000,1955-05-26
13708,Senior Engineer,9999-01-01,48399,1953-02-08
13713,Senior Staff,9999-01-01,56608,1952-06-14
13719,Senior Engineer,9999-01-01,49098,1954-06-22
13721,Senior Staff,9999-01-01,64754,1952-07-01
13727,Staff,9999-01-01,50798,1952-08-13
13730,Senior Staff,9999-01-01,53832,1954-06-28
13738,Engineer,9999-01-01,48349,1953-02-05
13744,Senior Engineer,9999-01-01,58206,1954-05-09
13745,Senior Engineer,9999-01-01,40000,1954-04-22
13758,Senior Staff,9999-01-01,66365,1953-08-28
13762,Senior Staff,9999-01-01,88048,1953-10-24
13766,Senior Staff,9999-01-01,43748,1952-05-03
13769,Senior Staff,9999-01-01,61025,1955-10-07
13772,Engineer,9999-01-01,57288,1954-01-31
13775,Senior Staff,9999-01-01,70161,1955-06-30
13776,Senior Staff,9999-01-01,53362,1953-03-16
13786,Senior Staff,9999-01-01,74494,1952-02-27
13787,Senior Engineer,9999-01-01,40000,1952-08-10
13792,Senior Staff,9999-01-01,59127,1953-05-06
13796,Engineer,9999-01-01,50962,1953-07-02
13797,Senior Staff,9999-01-01,54537,1955-10-03
13798,Senior Engineer,9999-01-01,41101,1955-10-23
13799,Technique Leader,9999-01-01,40000,1952-06-03
13800,Technique Leader,9999-01-01,40000,1952-02-25
13809,Senior Staff,9999-01-01,43735,1953-07-05
13811,Senior Engineer,9999-01-01,52175,1955-06-19
13815,Senior Engineer,9999-01-01,40000,1953-04-19
13825,Technique Leader,9999-01-01,54704,1955-06-12
13831,Technique Leader,9999-01-01,40000,1953-08-14
13838,Senior Staff,9999-01-01,40000,1955-02-12
13841,Technique Leader,9999-01-01,52277,1952-12-10
13842,Senior Staff,9999-01-01,40000,1954-01-21
13846,Senior Staff,9999-01-01,61097,1952-08-01
13847,Technique Leader,9999-01-01,40599,1954-02-16
13853,Senior Staff,9999-01-01,61615,1952-03-10
13856,Senior Staff,9999-01-01,77934,1952-10-12
13857,Senior Engineer,9999-01-01,51929,1955-02-15
13859,Senior Engineer,9999-01-01,40000,1952-08-01
13861,Engineer,9999-01-01,42013,1955-10-23
13863,Senior Staff,9999-01-01,84893,1954-10-31
13870,Engineer,9999-01-01,40000,1952-04-25
13875,Senior Engineer,9999-01-01,40000,1954-04-08
